Timestamp,hdd_0,cdd_0,hvac_kWh,RLID
2019-09-04,0.0,6.305954291666673,10.211525,RL1
2019-09-05,0.0,4.911388375000004,0.47595,RL1
2019-09-06,1.8649480833333332,3.687598458333337,9.58601948924731,RL1
2019-09-07,0.0,6.62026875,15.654691666666666,RL1
2019-09-08,0.0,5.261097249999996,14.425150000000002,RL1
2019-09-09,0.25049362499999656,6.556278916666678,14.543716666666665,RL1
2019-09-10,0.0,5.877917708333336,14.365583333333335,RL1
2019-09-11,0.0,3.9714225000000045,13.858537418300651,RL1
2019-09-12,0.0,6.518692708333329,13.816578508771931,RL1
2019-09-13,0.0,7.048139166666663,14.47175,RL1
2019-09-14,0.0,4.4083798333333375,12.256741666666668,RL1
2019-09-29,0.0,4.8810126666666624,12.661050000000001,RL1
2019-09-04,0.021159500000000147,9.408191875000007,15.027916666666668,RL12
2019-09-05,0.0,7.943078875000002,2.101625,RL12
2019-09-06,2.180858874999999,6.3834972500000005,12.763007526881722,RL12
2019-09-07,0.02715350000000072,9.561341333333337,22.609625,RL12
2019-09-08,0.03785275000000018,8.28427195833333,23.471850000000007,RL12
2019-09-09,0.5298649999999974,9.222945583333345,18.61686666666667,RL12
2019-09-10,0.0,9.315087375000008,21.33063333333333,RL12
2019-09-11,0.0,8.041976500000011,18.536546058895382,RL12
2019-09-12,0.053666250000000325,9.817563333333327,19.357266666666664,RL12
2019-09-13,0.020171750000001154,9.715498249999998,18.985268965517246,RL12
2019-09-14,0.0,8.604498625000003,19.506160714285713,RL12
2019-09-29,0.0,8.889760708333325,22.015586016949154,RL12
2019-09-04,0.0,8.692223291666672,8.904126129943503,RL14
2019-09-05,0.0,7.984745541666669,1.5225250000000001,RL14
2019-09-06,1.5732814166666664,5.561286708333337,9.101175889877643,RL14
2019-09-07,0.0,9.019674666666669,15.881624999999998,RL14
2019-09-08,0.0,7.410913874999996,15.943941666666667,RL14
2019-09-09,0.03457629166666779,7.889612250000012,13.706199999999999,RL14
2019-09-10,0.0,7.844515250000004,14.199262146892655,RL14
2019-09-11,0.0,6.416976500000011,11.39863888888889,RL14
2019-09-12,0.0,8.359229999999995,13.488808333333333,RL14
2019-09-13,0.0,8.682377583333329,13.462379943502825,RL14
2019-09-14,0.0,7.854498625000002,15.454425000000002,RL14
2019-09-29,0.0,7.598094041666658,14.944108333333334,RL14
2019-09-04,0.0,9.117510250000004,17.600841666666668,RL16
2019-09-05,0.0,5.75733716666667,3.4524250000000003,RL16
2019-09-06,1.2903764999999996,6.12037591666667,20.215031989247315,RL16
2019-09-07,0.0,10.184178916666669,27.49642499999999,RL16
2019-09-08,0.0,8.51821316666666,25.704575,RL16
2019-09-09,0.0,9.235240875000011,23.275058333333334,RL16
2019-09-10,0.0,9.398420708333342,24.594549999999998,RL16
2019-09-11,0.0,8.456788791666677,22.22564166666667,RL16
2019-09-12,0.0,9.991572833333324,26.919658333333338,RL16
2019-09-13,0.0,10.51539895833333,25.161916666666663,RL16
2019-09-14,0.0,9.246661208333338,23.77113333333333,RL16
2019-09-29,0.0,9.306427374999991,23.194305508474574,RL16
2019-09-04,0.0,13.948085000000004,22.99224166666667,RL18
2019-09-05,0.0,12.662200125000004,1.2384666666666666,RL18
2019-09-06,1.0403764999999996,9.654897666666669,21.69814811827957,RL18
2019-09-07,0.0,14.19034825,36.62994011299435,RL18
2019-09-08,0.0,12.067428874999996,34.4629,RL18
2019-09-09,0.0,13.449568291666685,32.720866666666666,RL18
2019-09-10,0.0,12.842249458333342,24.676241666666666,RL18
2019-09-11,0.0,11.041976500000011,29.007207375478927,RL18
2019-09-12,0.0,13.060662999999991,29.113997881355928,RL18
2019-09-13,0.0,13.585151875,24.55151666666667,RL18
2019-09-14,0.0,12.687831958333335,23.58243474576271,RL18
2019-09-29,0.0,11.68142737499999,28.54310833333333,RL18
2019-09-04,0.0,11.088815875000007,27.21445172413793,RL19
2019-09-05,0.0,9.830460583333336,3.77215,RL19
2019-09-06,1.2903764999999996,8.779897666666669,31.906462903225812,RL19
2019-09-07,0.0,13.19034825,44.52976666666667,RL19
2019-09-08,0.0,11.442428874999996,45.03160000000001,RL19
2019-09-09,0.0,12.665485625000011,41.59126666666667,RL19
2019-09-10,0.0,13.925582791666676,39.33017316384181,RL19
2019-09-11,0.0,10.041976500000011,31.21158627450981,RL19
2019-09-12,0.0,11.22693929166666,34.23035,RL19
2019-09-13,0.0,11.686609541666664,34.602758333333334,RL19
2019-09-14,0.0,10.604498625000003,33.372883333333334,RL19
2019-09-29,0.0,10.43142737499999,39.59728333333332,RL19
2019-09-04,0.0,15.948085000000004,26.282858333333337,RL20
2019-09-05,0.0,14.662200124999998,3.4043,RL20
2019-09-06,0.011118083333333454,10.996992750000002,31.96085564516128,RL20
2019-09-07,0.0,15.023681583333333,33.54539166666667,RL20
2019-09-08,0.0,14.442428874999996,41.49419166666667,RL20
2019-09-09,0.0,15.414992000000018,39.40549999999999,RL20
2019-09-10,0.0,17.00891612500001,35.31881666666666,RL20
2019-09-11,0.0,13.083643166666677,27.79773088235294,RL20
2019-09-12,0.0,15.810662999999993,31.519483333333334,RL20
2019-09-13,0.0,14.418485208333328,26.20229166666667,RL20
2019-09-14,0.0,14.937831958333335,40.058491666666654,RL20
2019-09-29,0.0,15.431427374999986,46.469626977401134,RL20
2019-09-04,0.0,11.088815875000007,20.104183333333335,RL23
2019-09-05,0.0,9.66379391666667,3.2855499999999997,RL23
2019-09-06,1.2903764999999996,7.602953375000001,17.430218413978494,RL23
2019-09-07,0.0,11.41310375,28.19395833333333,RL23
2019-09-08,0.0,9.58258716666666,28.349241666666668,RL23
2019-09-09,0.0,11.23652366666668,25.391225,RL23
2019-09-10,0.0,12.008916125000008,25.84802528248588,RL23
2019-09-11,0.0,10.041976500000011,23.89183712241654,RL23
2019-09-12,0.0,11.22693929166666,24.902458045977006,RL23
2019-09-13,0.0,11.686609541666664,25.328354661016952,RL23
2019-09-14,0.0,10.604498625000003,23.924013841807913,RL23
2019-09-29,0.0,10.43142737499999,24.916209463276836,RL23
2019-09-30,0.0,3.5571199999999976,1.2175,RL23
2019-09-04,0.0,13.948085000000004,17.956628350866936,RL24
2019-09-05,0.0,12.662200125000004,1.6457666666666666,RL24
2019-09-06,0.7903764999999995,9.654897666666669,16.95243183205759,RL24
2019-09-07,0.0,14.19034825,23.572024999999996,RL24
2019-09-08,0.0,12.442428874999996,22.774490819209042,RL24
2019-09-09,0.0,13.449568291666685,23.874200000000002,RL24
2019-09-10,0.0,15.008916125000008,22.80007203389831,RL24
2019-09-11,0.0,13.041976500000011,20.493490032679738,RL24
2019-09-12,0.0,14.060662999999991,21.932041666666667,RL24
2019-09-13,0.0,14.585151874999994,23.558066666666665,RL24
2019-09-14,0.0,13.604498625000003,21.50754166666667,RL24
2019-09-29,0.0,13.431427374999986,20.533716379310345,RL24
2019-09-04,0.0,7.99986479166667,13.407916666666667,RL27
2019-09-05,0.0,6.564219625000004,2.7504666666666666,RL27
2019-09-06,1.2903764999999996,5.2550111666666695,12.884439112903227,RL27
2019-09-07,0.0,8.029466208333334,23.37375833333333,RL27
2019-09-08,0.0,6.759291749999996,16.734516666666668,RL27
2019-09-09,0.0,8.55627891666668,19.655241666666672,RL27
2019-09-10,0.0,7.885965583333339,18.710475,RL27
2019-09-11,0.0,5.552590541666677,15.749451457339692,RL27
2019-09-12,0.0,7.754159249999994,16.16896666666667,RL27
2019-09-13,0.0,8.215498249999998,17.277150000000002,RL27
2019-09-14,0.0,6.407498583333338,18.085725,RL27
2019-09-29,0.0,6.059134749999994,16.962433333333333,RL27
2019-09-30,0.0,0.0,0.916,RL27
2019-09-04,0.0,12.948085000000004,26.392258333333334,RL28
2019-09-05,0.0,11.662200125000004,1.8479583333333331,RL28
2019-09-06,0.21192599999999948,8.946564333333335,24.241370967741936,RL28
2019-09-07,0.0,13.19034825,33.65544166666667,RL28
2019-09-08,0.0,11.442428874999996,33.88073333333333,RL28
2019-09-09,0.0,12.665485625000011,32.00302500000001,RL28
2019-09-10,0.0,14.008916125000008,30.813383333333334,RL28
2019-09-11,0.0,12.041976500000011,27.585616830065355,RL28
2019-09-12,0.0,13.060662999999991,32.631183333333325,RL28
2019-09-13,0.0,13.585151875,34.54314166666667,RL28
2019-09-14,0.0,12.687831958333335,31.934230084745764,RL28
2019-09-29,0.0,12.431427374999991,31.734475,RL28
2019-09-04,0.0,10.823085000000004,10.510241666666667,RL3
2019-09-05,0.0,8.957544208333337,3.4091833333333335,RL3
2019-09-06,1.0403764999999996,7.412042583333336,11.514462996628396,RL3
2019-09-07,0.0,12.091054041666666,16.8689,RL3
2019-09-08,0.0,9.692428874999992,15.119991666666666,RL3
2019-09-09,0.0,10.782901625000017,15.646108908045976,RL3
2019-09-10,0.0,11.425582791666676,17.939169774011297,RL3
2019-09-11,0.0,10.708643166666677,16.197356691884583,RL3
2019-09-12,0.0,11.477329666666657,15.225833333333334,RL3
2019-09-13,0.0,12.01539895833333,17.076791666666672,RL3
2019-09-14,0.0,11.104498625,15.838996186440673,RL3
2019-09-29,0.0,11.098094041666656,15.954052586206895,RL3
2019-09-04,0.460106875000001,7.99986479166667,16.618291666666668,RL30
2019-09-05,0.2808787499999994,6.564219625000004,3.367983333333333,RL30
2019-09-06,3.301880999999998,5.2550111666666695,16.286910611205435,RL30
2019-09-07,0.7876597500000001,8.612799541666668,22.876516666666664,RL30
2019-09-08,0.6364903750000028,6.842625083333329,23.58758333333334,RL30
2019-09-09,1.474620249999998,8.55627891666668,21.09059166666667,RL30
2019-09-10,0.0,8.13596558333334,21.991483333333335,RL30
2019-09-11,0.0,6.1420680416666755,20.533762480127187,RL30
2019-09-12,0.673567000000002,8.400896666666661,20.778816666666664,RL30
2019-09-13,0.6388923750000005,8.882164916666664,21.616016666666667,RL30
2019-09-14,0.0,6.771400083333337,20.06048333333333,RL30
2019-09-29,0.0,6.727918708333324,20.646800000000002,RL30
2019-09-04,0.0,7.99986479166667,14.028316666666665,RL31
2019-09-05,0.0,6.564219625000004,0.816625,RL31
2019-09-06,0.0,5.7550111666666695,14.714632795698922,RL31
2019-09-07,0.0,8.612799541666668,20.396241666666665,RL31
2019-09-08,0.0,6.887272374999995,19.123319491525425,RL31
2019-09-09,0.0,10.55627891666668,23.875608192090397,RL31
2019-09-10,0.0,10.842249458333342,22.079083333333333,RL31
2019-09-11,0.0,5.740244208333344,14.687883333333334,RL31
2019-09-12,0.0,9.067563333333327,19.802508333333332,RL31
2019-09-13,0.0,9.54883158333333,19.642291666666665,RL31
2019-09-14,0.0,7.630175916666673,18.774639080459767,RL31
2019-09-29,0.0,7.487807124999989,17.99980833333333,RL31
2019-09-04,0.0,11.088815875000007,19.954796186440674,RL32
2019-09-05,0.0,9.66379391666667,2.4611916666666667,RL32
